,0
terrymyers,0.057876437633746454
I_enigma,0.07382396575584482
Maayanc,0.04986194652258244
Soultwin,0.1052573463120692
magnusholmgren,0.0682581573478973
Marawitch,0.05556743147438852
nanalipzz89,0.051178247630673544
witnessamiracle,0.08695182446113257
frickxx,0.06861431734799926
CarebearJK,0.049841589946593164
TheFemGeek,0.0806015860741638
PinkToastE,0.031607947166557654
HelenCrozier,0.06966474501680547
PandaCatBaby,0.08877133478233674
Rutherfordium,0.047099064628382266
JamiexLynn,0.07353771810802555
daterapedrug,0.05084398595354752
forbairt,0.06266501770415821
icysun23,0.057124345458952216
GlennW,0.03762743049169812
Scaleytron,0.03719360099217812
nuraliaa,0.04006156681086485
dyeleepong,0.07240961743504543
Rianca,0.1592638104007205
HiddenBedside,0.07935161536976001
smilelaughitsme,0.0400146692012642
SamanthaMc_x,0.05482050669351218
NKANGEL74,0.057817893750905874
JamesHancox,0.050171673773499334
SarahAnnGreen,0.05156549992218315
KristyDziukala,0.035945299979014696
heyyitskate,0.032971191131918855
MissNisha1,0.03370457612994875
StarletChance,0.07817925160845887
emma00179,0.08467215985659506
dizzlepop,0.044724636132524115
jennyjardine,0.062186958791579774
emboosh,0.055140162626744524
garyshort,0.0577230494337134
Samm_xo,0.05487760008351445
Jessg85,0.06141544837865719
Carol_Clements,0.0513578399375091
markable,0.05035098177868715
rach_at_code,0.05986041295020005
spookygirl,0.07757149342613821
pluincee,0.07906418333353228
beauty411,0.07049293750845965
heykim,0.0476271831737921
lesley007,0.04615757193702028
beartwinsmom,0.07161130105381873
Tyrone17,0.06874527207809729
pagan_spell,0.08097963824396383
ali_gator13,0.08338050956752673
xxlogannn,0.09907002409845936
xiape,0.12360103229289843
davidj505,0.07131292797088977
amethystlexi,0.0613272354073464
PegasusAngel,0.07349467526844573
nicole_honey,0.050549705891709644
FullofGiggles,0.08339627538728836
_rosieCAKES,0.041664164627090945
mcraddictal,0.05106899349739395
jerzicua,0.04316615881545935
LoLornaMarie,0.04861085267443494
WooopJess,0.06628881097659103
textualoffender,0.05261323744791813
caseysevenfold,0.04555536350398181
ImmaDiva,0.04609000706123501
bailar_vivir,0.06177017274013444
Twisuz,0.04426676442391404
f2point4,0.07770353389767527
KatsManDEW,0.08216735755316373
violetbakes,0.057035144809327615
FamousEEEEEEEE,0.018384105278824274
Mr_McFox,0.07597608593945611
Pale_Jewel,0.059614461420694376
LuvinDanny4Ever,0.09131989531412345
fattialias,0.0374130924421544
mo3ath,0.03900232341910033
RussBass,0.060698953044870656
Dawnie22,0.0750468517349663
shanelleg,0.06308522714379736
DebBennett555,0.04221792193136849
xoxmillyxox,0.04575159649362985
Frank_Whyte,0.056440980599386445
Mechanical_Mind,0.055513041188946656
vintagepolka,0.04434984271683511
humanzz,0.05309796542716161
Emi_xoxo,0.11962741960439897
Cam_Anju,0.0794080956546273
TeeBiscuit,0.07177217340122115
Chili_bex,0.07558705205317731
CaptainClairesy,0.03971660230948717
karinb_za,0.0599644079633838
Monicks,0.0927723589078584
MaryfkaCrazy,0.0909441409730482
MsKweenie,0.08200853577619745
toodamnninja,0.04710802664320065
taneliang,0.0645269240140779
markbrown83,0.04360180672995375
jonaslovato,0.08314222856480272
smileonice,0.09773728083326506
ANS_rocks,0.043913737069478744
loborohan,0.07094627941857297
BamboozledMoxy,0.02962026026798984
Mkenn076,0.06921204818301763
SandraShowtime,0.05332053595184566
kalylkadri,0.04203572268829494
fridley,0.06686271667147661
NathanaelB,0.059386681406177894
ridingcoach,0.16741589867939904
cHuMeee,0.07063275730815019
xlovesongx,0.0271139039986978
letsdance_xx,0.053710685781261536
loveableMae,0.06445914222819693
ramdomthoughts,0.044483546618436676
Sparquel,0.08810536555073749
Mhaey,0.06887584683780723
Vic773,0.03565776734448313
TferThomas,0.08322814040332312
rana__xx,0.06072932649809053
xxparanoid,0.0301940702799996
PatrickAnna,0.2793355896890568
alluzz,0.062459001912130996
Jeff_Hardyfan,0.7598140509315674
Pura_Candela,0.08714911034064127
MandyPandy32,0.06451815351485023
tinaeclark,0.09579614298410696
allyugadawg,0.08675401276966564
megelder,0.07773474579756082
lovetease,0.057892211525528293
fluffygodzilla,0.060491889465245634
Ashhhleyy,0.06749235125204253
nataliemccallum,0.07167640930237201
kaos527,0.06619462040275297
shellrawlins,0.05722589464083394
WalkingHorse,0.055163952196560305
_Bootsie_,0.049119041318359674
shadez,0.03668787344937831
loubeejones,0.056758578267727795
mehulved,0.04162449814321567
misharae74,0.10076689569688159
iluvmycrushesx3,0.11244988301506426
addictedtonkotb,0.05726402085615304
WorksInProgress,0.057366519385008655
reii_,0.02333672632014705
tanijoy,0.0549515447724445
BARACKOKITTY,0.05679531522580673
mayalabeeDC3,0.07581356032444764
MeganToscano,0.05602127129800869
VioletKanian,0.02828954665416514
cassiebabycakes,0.02770339237431596
redchinese19,0.07003981146685463
JessMcFlyxxx,0.0940908882319709
JoLoPe,0.07968129778018347
macmuso,0.10332428420452171
Olijah_Angel,0.08788760134666465
SongoftheOss,0.0751453969930798
damohopo,0.06618751536840702
MegsEggs,0.06727581269336061
bondibeachgirl,0.03267727366302254
BSBSavedMyLife,0.04502187850177721
AliceAguera,0.06299440581026515
AliciaWag,0.06448333644712084
shannonconlon,0.05677994805369199
fromthestars,0.05662736670508958
cfierce,0.05566857089010059
shaktijs,0.03993363048462901
Shanniee,0.060183179635559025
Meleys,0.06798120672769888
Ayvii,0.048720812839604236
dontforgetlaura,0.05965953290565635
JESS44903,0.07300289229599542
yayjen,0.04567069067350934
foxcek,0.08743629323541802
davashmava,0.054022515230560925
iRockaBerry,0.057941550918999864
jamerz3294,0.07863882238429551
perpetualspiral,0.06359046201030648
MaAnMujunkie,0.07648973510413559
Jinxie_G,0.042401274922224064
lgladdy,0.05538628516801499
FuckBetty,0.04185615366855797
Broooooke_,0.040661385109309604
Suzika,0.05629424411118972
felicityfuller,0.09469004279579253
radha_,0.05141811840854578
whitsundays,0.12334700620002198
mp3mad,0.08402044118581954
ItsDawns,0.046320386894714266
MontyRules,0.05725356547475438
KathyWithaK_,0.06281752860125513
scottfotki,0.026342273845873256
mileyraysupport,0.08653491492237034
CatiaDestine,0.14000872044994161
mel_rocks,0.054725230699879036
Ultimation,0.0777326022076369
bustyb73,0.03650673777458621
AberdeenUK,0.18465289447045435
kimiko16,0.05863731389160974
roniluvs,0.032797405116669856
Whatever_Ista,0.04482568114962614
filmnoirgirl,0.0367001828804413
sangeyvang,0.046911759220106805
naomilouisee,0.04047819764059727
sangerette,0.0600897623719695
jj38girl,0.07165582851500851
AshesOfLilies,0.08344000255642949
Maykats,0.15686008127763576
garymurning,0.054495843274005085
xxiolla1,0.05761928175812508
Karen230683,0.027258349659089378
_magic8ball,0.12693027207681462
dinosuit,0.036265278989227316
demi_lovato_rox,0.04968654374176405
Ps8612,0.04504425792537563
shortyyyy,0.07070504672133014
hypnotized805,0.05839795741304516
fadedmoon,0.041974537535996816
ShesElectric_,0.0771397705782121
TimothyCarter,0.07988192188778392
moony_aragorn,0.046323880563228594
alyghasani,0.0543274710605977
wbahner,0.04431594839768096
sophienetter,0.04849442631961856
askaaronlee,0.11127391905749237
EviLovesMcFly,0.04870766048355351
Jenehhh,0.03701513597524194
Tojosan,0.017614876657135004
AmanduhhNicolee,0.08072838032142797
emmaluxton,0.04996708400132983
cjayphillips,0.06977014251224044
sprinkles_,0.06225125037577511
gcrush,0.062387939373879465
Bizcuits,0.06164583655347497
LydiaCaesar,0.07269570185812187
chloethelwell,0.05889671391406005
Anime81,0.0529476470843709
GoldenFish00,0.06418652594649966
Storm_rider_uk,0.0871942861358887
Courtney_Meow,0.09970999160438489
melissaheyy,0.07619719441543411
michaelmknight,0.05547125466947668
ashleyymiller,0.05162179273075387
AliceCullenRPG,0.0665898214629772
JustRosalie,0.07211826182012811
xedays,0.05774950629107475
looktwice_,0.08110090866768523
booshtukka,0.04956904969463585
stephleooo,0.06820708432016996
KenDahl4U,0.044003066977566084
omgwtfannie,0.05030876700686562
LilMissOpinion,0.05679842477780474
chiniehdiaz,0.05988530113161552
violetile,0.07720163973951025
bogwhoppit,0.03839922508646385
kabutar,0.03369347841364802
niicooooole,0.04449869680290731
primatage,0.05861962006463447
sallyinnorfolk,0.07227164750100082
stemount,0.06348983157965264
nibby01,0.0356778388860739
tifpez,0.050201808178492464
AngNewell77,0.059880781534007145
EmeraldDiscount,0.045626631964602
DrewDrew2009,0.0576799817425469
aussiemcflyfan,0.06054064948451335
iam151,0.0549009744089538
ShanniiLee,0.06615973104197025
Fatimaa14,0.04239627831538446
Schattenwolf,0.05277824157223685
original_one,0.04128756918206069
isacullen,0.02466964725371974
taluta,0.06474622517275981
PRMurphy147,0.06064715593883234
moanyboot,0.08233915859797804
counternotions,0.051294046388947315
viherrera,0.01991551721238271
roxiijonas,0.04488898497083714
Paullebars,0.046142503606977844
erinmcfly,0.05610368004242133
i_am_a_shark,0.06637350390990462
xonancy,0.03653735780271806
MoreAndAgain,0.056190827242286794
bobbychariot,0.09663617547930542
kwfromnj,0.06508806904788687
emmadawson,0.08417148977317475
EskimoJoelted,0.06255301029989949
minauderie,0.04767001576018982
buttaflygirly7,0.308300395256917
Button84,0.05573032294168247
flick_stack,0.060748603769065095
BMetrick13,0.06119661841325769
SallytheShizzle,0.06413509305124039
celsbels,0.037786163521287594
Mig177,0.04442149592664172
MichelleZen,0.09037367878958538
KateEdwards,0.04594624719111182
xoshayzers,0.02704419283418166
juliecj,0.08488304407937625
Mooley,0.06418933680663112
dkris,0.028115046404044348
gotCJ,0.054407106829190234
lala_fierce,0.04664268846631715
lovesgreyboy,0.0660426332208636
thisgoeshere,0.06225917974319771
nevershoutmaria,0.0560212337957234
ItsNeet,0.06651976877218674
ms_sugakane,0.041794379554379285
acidicice,0.03844514564565732
loversnothaters,0.05930300571280079
CharmsOfLight,0.10028829644348997
DirtyRose17,0.04652368216247257
VickyCheng,0.058078742448455796
josordoni,0.06691532141379683
ddaly9,0.06432621138938435
KtotheCdawg,0.06481322058881912
Smophs,0.05337098772681793
thebeadgirl,0.060929756393524194
SammiHouse,0.04322498966673537
unitechy,0.03276517352498786
DWsRoseC,0.05850000551555816
the8bitch,0.040358800769688355
carole29,0.045867444738863686
groggits,0.079666171196877
MollyJ87,0.07080230276618173
2NiteBoy,0.031269539503165966
gerzMusicalDove,0.06880790804086201
caramelflavored,0.08514126633973594
rainbow2018,0.0931936783905981
annasaccone,0.07229298860462105
Alicia_vintage,0.050371256941744165
Shiminay,0.06660729757808753
lindsayevans,0.054112247853048134
amourchaleur,0.058349535985385004
aurihunter,0.031336526087183667
Xboxking,0.04214422140699187
pato_30stm,0.07863632870563475
Ste1987,0.048811145951774874
DanielJUK,0.06853223556816562
Mum_of_Six,0.06609618020153289
A1ix,0.07852912020296986
smartbrain,0.059460135400036085
PamDeLara,0.06847627009246401
TheTAZZone,0.049587233886002974
18percentgrey,0.057815380391944095
jonasnessica,0.07319684557545952
hardlynormal,0.06640785205534341
nkotblorib,0.07049997642758637
ArticlesBin,0.09287254615432206
Gen22,0.04839310715968466
Starasia24,0.06004305423992707
PaulineMJ,0.05237121739747025
16_MileyCyrus,0.0555938192073244
alyb_,0.06306887370201857
simontay78,0.041334250268547076
im_stef,0.03235218176199466
ebeck123,0.07241232325270291
jenthegingerkid,0.03996601268438602
savagestar,0.058812489305278465
webwoke,0.4047511528028437
VeraaCorruptedx,0.060614910094606754
consubfm,0.05569566201152603
frankparker,0.07417433675192642
tweetfollow4,0.9565217391304349
LilPecan,0.09451886386807591
BrandyWandLover,0.06370408008191401
Honesty666,0.07966046590080884
HappyDrew,0.03462237278796015
Steven_Morales,0.03324372442298184
JaimieH,0.03519829810712382
SandyLovesMiley,0.07062385379725346
scarletmandy,0.04191490254750557
writesfortea,0.0626311229178581
NaythenCash,0.037092443363284516
LiluYvett,0.23584250174307891
crystalthediva,0.057308038152152935
coua,0.02845771874949615
nikcz,0.055755511103836114
BW101,0.05393013376500463
chelliplum,0.03872316656653825
renabean,0.05034726808007774
oOogabriela,0.04623850208403764
FantasyDreamer,0.08123485834273282
jaybranch,0.04695391088214135
tan1337,0.05031461527531686
mynameissasha,0.05220156754912329
PaulaFanx13,0.05502163714964265
aznJaime,0.05430161270978813
gobecca,0.07039520496836899
superficialgirl,0.05535583925786814
stephmccall,0.03617090972291693
Bulletplug,0.04258220361437956
SHEz0so0FFiCiAL,0.0582077828538426
djmisskai,0.05112171445192958
Niterocker,0.12050083287494735
AmyFTW,0.05078768387478601
captainboo,0.052555762892853665
coliwilso,0.04731948039815234
missgreens,0.0536702406451103
StJeanie,0.039184833817584946
jessicastrust,0.08123246881391637
aristeia,0.07886897606907636
skinnylatte,0.05399379661174599
gab_iii,0.04769101967179839
baldeggie,0.056928340502603536
BrunetteExotica,0.08721507312921556
tweeteradder15,0.9356166814551906
PartyGurle,0.052642176456744606
ResourcefulMom,0.0522480960507243
carolinekerrang,0.041158275957766645
zrecsmom,0.07901313140501155
GTPeach,0.0598158863738536
smart_kookie,0.07157415758192207
Keryje,0.03939175819973428
amyknapp,0.06846600855139909
letssingbaby,0.065032043044167
princesstimetoy,0.04180143519318115
SweetDarkDreams,0.06044730691443366
12gaBrowningGal,0.06556290473472753
Listersmate,0.04494332801150438
ACRead,0.0716957213788183
blitzkilla,0.06473253340806394
Tonange,0.06600214684402911
wildchic5,0.054494015735401434
Lurquer,0.06909157448001764
Dhympna,0.052209362086724664
dinno,0.05398870885698302
KKOB,0.054526691923209705
ChelsDuff,0.055069910351145
Kirstywaldron,0.126953404675623
leighannirvine,0.05919134106796657
Dylondo,0.04963958912228129
mr_foto,0.04115968565776783
Chrissyisms,0.03601341486655401
lucyntn,0.06760064695539665
deannefl,0.06555750673809514
MissxMarisa,0.06351413864390347
jaecka,0.03772477227391028
iFeelLessAlone,0.04531948794330515
lewisholland,0.07313768561535094
Rubyam,0.053838711650401015
MrTHill,0.06583673767996488
CharlotteMcFLY,0.05068655901092938
edwardvirtually,0.04397922035484642
boxOFjuice,0.04673088488537934
parisperfection,0.04310641169906495
privatestudmuff,0.06118362658696156
Charlotteis,0.0617005822883957
ifyoucdenise,0.062485188969078564
kinagrannis,0.050053091697423446
LadyProducHer,0.0577732809818976
bndesign,0.05568392141574956
whovian99,0.0654474009638121
CrackersHunter,0.05745936787161948
winniedepoohi,0.04694098240478137
KarrieLyne,0.05687918318333074
alcoholiccheese,0.04701381273849856
ginamcnew,0.07189529172492695
tzlillovemcfly,0.07241079580785095
Gansiito,0.04531444119599091
Mistic_Morgue,0.08211356675748688
wesaysummerrr,0.07342101795770631
BradmanTV,0.1084539077023225
nicosiaoceania,0.08028464670063498
haselhurst,0.07772878632621535
Zay_Ish,0.06287834288962975
_AislinnTighee,0.04859270796699719
NadiaNV,0.0641221979635463
angelayee,0.046264669342203975
Sweena,0.059487579838913826
Dreamyeyes,0.023925850011338734
shortword,0.05657334471231007
Bexx_x3,0.06337043487066533
thin_perfection,0.08582208386011407
Marquise21,0.0909728566492953
MariamSales,0.3316586712457588
_Freya,0.0418964799038469
amykate,0.04970916821853871
mettebolding,0.1341421889198284
Mia_R,0.04756964401775404
ElodieCarter,0.07931880674257785
dolcelaalaa,0.07617337135565996
theimp67,0.11393768585118488
pdurham,0.04490970916759941
SashaMari,0.07056299097093745
annNow,0.17447768516965179
pingpingss,0.034131671259586285
MRLOVECHILD,0.23341902469294187
tinydiamondz,0.04608730919250228
tobyw7,0.07232548017509187
AblativMeatshld,0.06925206154375363
s0l_uk,0.07482472894135936
TeamUKskyvixen,0.07319175693358619
jchronowski47,0.059742997650500146
firesty,0.03254252311732995
vickaay,0.05141864894103748
lina_luka,0.06937754350109544
Spainkiller,0.0442316605320091
ozdj,0.046056479185217054
what_bugs_u,0.8888860797677666
Nikki_Milazz,0.07322636446922458
ktml,0.050462621632271
kyhco,0.053218497095290924
iamboompatpat,0.057015485852918296
DateMeCT,0.07256894317626027
storylet,0.06538864775285379
iheartrocknroll,0.04234845610690102
KimmieCRUMPET,0.05852218097611221
taliasunset,0.0648898754000143
CaraNinaMcfly,0.10079010048745268
Caprica,0.0836959122520685
MaddyJonasx3,0.035618687170483894
andie_12,0.1587104328137352
blasha,0.02411729374826223
Ioan_Said,0.04164865574848275
zelciia,0.04764563759518236
joshuaseo,0.057928397487596255
spookychan,0.06417183499216661
JILLIANVALENTIN,0.04678384150947161
tantiffany,0.037034443744975304
kate38381849,0.03389865231096865
maddyks,0.06477196714556002
shelma32,0.05715343679154136
CRIM2007,0.054721411391646095
Gypseewoman,0.05366754029320876
Rojanlovesyou,0.06058665237135492
TheyCallMeLes,0.04031600408052027
PaulaMacKay,0.08986437182493964
calrion,0.05757173869824409
BobBroughton,0.05650720068997552
Tray_Sea,0.051758956187478146
crazytwism,0.05841654992900596
Talk2jNYCe,0.039975170052904095
gnomeangel,0.07327803426842053
cookiethief3,0.06512980850924155
ryankanno,0.04678341061664196
dharshana,0.05794557152739806
_brenna,0.05825200906165679
sammolsonkasey,0.08235175381178504
sarahintheskyy,0.058157467879906784
SANCHEZJAMIE,0.05916683501427537
Thea_Smith,0.05127093770425106
xiane,0.0796720743315505
Buzzyboo,0.03736400794714996
AlexNevamind,0.057424537982011074
FashionGuru,0.04032844466648051
enamoredsoul,0.048672582370397836
Candice_Jo,0.04551100969389035
SarahSaner,0.08041348136633021
Senfaye,0.04198427597860186
amylovatojonas,0.11003888292066928
NikFreeman,0.042010438371415174
travelrants,0.06983969929493504
robot55,0.029108888503311493
Shaun_R,0.05420519912316866
josi101,0.06515704889290744
WollemiPine,0.05786388001504953
celinieee,0.05978695811522492
Kittycat01,0.0806494775758019
LMStellaPR,0.04600650746724902
Pitxi,0.06887247407659144
StephCyrus09,0.09601480380626447
Theserashow,0.043319397164409065
xXfatlipXx,0.05856291428520901
MacSheikh,0.05765345105059563
lou89,0.06283465552306632
artistiquemeg,0.03902289754103952
LisaHopeCyrus,0.06550838665010655
Joehhzeh,0.0595583742669319
PaoMiami,0.06085663838295865
christian792,0.056791477346463386
jjjen,0.069817773634087
BethHarte,0.08348256966311765
QueenBxoxo,0.08688536933644954
Court2729,0.0630846204967125
kimifan,0.07812576137448336
AncientSoul,0.0736266806884974
iamloz_JsPR,0.04733038799179677
bex_1210,0.0686565655024407
siimpLybeautii,0.042595133400587216
mnickprokop,0.9102934096799206
wolfchild59,0.0985688642697516
IanQuigley,0.08901397376278779
queeniereyes,0.029523508327840092
lipodoc,0.04548927656660148
aweekes,0.060472105786585684
BenJacob,0.031667730447213556
kamiNcali,0.09326196908550496
troika90,0.07184294496537648
lucytaylor123,0.04484861779884424
xLucyLoox,0.1157436058060066
zuppalizzle,0.04210669017267943
rjakesdub,0.05247930386788288
Nicholezion,0.034307551458830965
MileyLoverx3,0.034376425976155534
carriemrobison,0.08544975194223915
jenna119,0.0764180941079763
Alska,0.059972360631534896
BrookeAmanda,0.0663248480878692
whatswithinu,0.13616752363555154
Gotjuicygirl,0.05135789977532852
megan323,0.051982653283756904
nnea,0.09486742551967572
jennygirl7,0.0780751083022624
imjstsayin,0.0513086092452818
GreenEyes1278,0.047740907323945106
ABabyBlueEyes,0.07566474397296809
ThomasHensel,0.04417576078308975
katemate09,0.06105017588899448
Lizloz,0.049604713392688814
hoppimike,0.06672349875160073
djbabyyu,0.04302731631596634
kristynmarie,0.06734578824204077
NiksieThePixie,0.060716861214853465
gookiexo,0.08174988922439162
x_greenmints,0.068568227987459
soaps3,0.05585144824932009
LisaLavie,0.08190519823410959
rebeccamezzino,0.06025786411502471
keithmccormick,0.07007820009136714
keren4562,0.21972040234109647
x3caitlinnnn,0.06042006364620868
RachelMcFly,0.0394367916497543
Darinac,0.0853864921915154
Samwahlberg,0.05142419304506229
LolaHedoOnline,0.03436411950365738
witenike,0.05513741894510926
dajbelshaw,0.061139621697803036
ratusyura,0.023904640165492062
ACsBarbieGirl69,0.035391541368243164
H0TCOMMODITY,0.04028218532695888
linnetwoods,0.08048546035333469
teejay0109,0.06166482108908996
chelseaheyy,0.04128213284169298
CarlisleCullen_,0.05773496978860191
emmanuellaiero,0.06409561938034358
loving_my_DEW,0.06564475943899732
nwoolhouseuk,0.04311998097322813
rhys_i_baby,0.07575336147013227
tweetfollow3,0.956521739130435
sarahespiritu,0.06507317531965219
clarexsaula,0.05647007728706462
ChuckNerd,0.06359785620856509
fluffyVW,0.06939103440881539
WhoisJohnLai,0.11650470332658838
Matilda92,0.06315638677180761
westieslove,0.07729265659849564
snobscrilla,0.07085144822799133
TrustTommy,0.03660292179488108
annabethblue,0.05431731584200069
Catmoo,0.08366090745494952
ToiWeezy,0.054624629156616776
starleigh2000,0.05508666731538951
CaraLikeWhoa,0.07395208227132058
docbaty,0.06106920075614834
Karlcandido,0.04852740126405021
crooklynn,0.031447583664839796
erinkarenina,0.07194277220958213
michellecpa,0.0541084796548722
schaeferj89,0.0396228770150096
marufumega,0.03488083256325182
pcornqueen,0.1189124030293683
jordanhowell,0.03786098547454145
drunkenmonkey87,0.06992422333096471
missesjoejonas,0.06129547526295446
Soliee,0.06862440206376177
GinaLaGuardia,0.04874422155064757
aimizubouken,0.07892419703857773
DdubsCvrGrl,0.05969727900087114
Katie1989,0.0430844755163797
lordmuttley,0.06146047783428916
beingmyself,0.04186015348085678
bianckikay,0.32086319243446915
Kayleighxo_,0.06471801253825762
GFGrandmaBNC,0.1692445231111536
sudosushi,0.06794722628189999
KimWood,0.08161838172541032
Georgiee_Porgie,0.09564091873492354
JosephMiller___,0.04695986679086893
jbmcdlts,0.051033741541547946
thepetshopboy,0.06662242181990784
SarahAfiqa,0.27482340611275524
djsarXD,0.0435708829771721
iSpunk,0.06454917645895988
bkGirlFriday,0.04795264384326651
akaMonty,0.07133820241528815
galleysmith,0.06981215034370429
snickers1015,0.0810678507064701
tekong,0.025822561283045633
DonniesGirl69,0.05874684635643766
williamtm,0.04180243215164536
lidewij,0.0407787515448457
Kyle270,0.38884169856305073
sugabee,0.1250636123386572
Orion_Girl,0.16673780232858854
CateP36,0.057284837673298186
valhallaLT,0.07909208175971964
inthebag,0.04632264016534526
RowdyFan51,0.05379644237496211
chriswillow,0.0618283823530021
Gaga4Gokey,0.058468945902576085
